id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic csize PC1 PC10 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 joint_sex ventral_rakers dorsal_rakers raker_long_count raker_short_count plate_count
SK28 SK 2014 NA NA NA NA NA 160.664157388664 97 155.352163461538 102 146.165327682186 158 462.181648532389 357 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK29 SK 2014 NA NA NA NA NA 147.662083333333 95 146.851416666667 95 143.187875 164 437.701375 354 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK3 SK 2014 NA NA NA NA NA 182.108848039216 166 165.191740196078 165 131.464828431373 128 478.765416666667 459 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK31 SK 2014 NA NA NA NA NA 152.190982404692 97 149.409169459573 98 143.209494134897 160 444.809645999162 355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK32 SK 2014 NA NA NA NA NA 116.050908667288 125 110.537424277726 119 106.816519105312 109 333.404852050326 353 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK33 SK 2014 NA NA NA NA NA 138.547475038402 158 133.912202380952 154 127.298867127496 132 399.758544546851 444 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK34 SK 2014 NA NA NA NA NA 163.507558847403 186 158.556894277597 176 149.362494926948 156 471.426948051948 518 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK35 SK 2014 NA NA NA NA NA 129.468595679012 143 125.63258744856 128 121.819547325103 126 376.920730452675 397 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK37 SK 2014 NA NA NA NA NA 119.813919878296 133 107.73930020284 119 97.148453346856 96 324.701673427992 348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK38 SK 2014 NA NA NA NA NA 144.109105603448 164 142.743588362069 159 135.842672413793 148 422.69536637931 471 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK39 SK 2014 NA NA NA NA NA 132.401799687011 152 131.188296445339 136 128.852727475967 128 392.442823608317 416 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK40 SK 2014 NA NA NA NA NA 136.783869047619 132 134.326398809524 130 129.72255952381 128 400.832827380952 390 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK41 SK 2014 NA NA NA NA NA 209.546388888889 96 190.013263888889 188 163.992916666667 161 563.552569444444 445 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK42 SK 2014 NA NA NA NA NA 179.42471961398 192 164.298871935316 176 143.73399191445 148 487.457583463745 516 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK43 SK 2014 NA NA NA NA NA 195.072166666667 NA 179.891666666667 187 158.596625 158 533.560458333333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK44 SK 2014 NA NA NA NA NA 174.471763271939 166 162.429611321777 161 145.339348591549 137 482.240723185265 464 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK45 SK 2014 NA NA NA NA NA 179.563714963834 190 156.084454113924 162 124.058120479204 127 459.706289556962 479 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK46 SK 2014 NA NA NA NA NA 190.043970588235 160 174.253774509804 186 145.797132352941 148 510.09487745098 494 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK47 SK 2014 NA NA NA NA NA 191.565207741477 NA 176.839932528409 178 152.725275213068 157 521.130415482955 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK48 SK 2014 NA NA NA NA NA 198.391145833333 130 180.884054487179 131 149.599759615385 152 528.874959935897 413 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK49 SK 2014 NA NA NA NA NA 197.314231601732 202 178.307413419913 176 153.28566017316 157 528.907305194805 535 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK5 SK 2014 NA NA NA NA NA 182.070363466915 NA 169.659919617894 168 155.087517474371 158 506.81780055918 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK6 SK 2014 NA NA NA NA NA 181.521134868421 160 171.641611842105 141 158.365021929825 156 511.527768640351 457 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK9 SK 2014 NA NA NA NA NA 182.037539515279 189 162.329326923077 163 141.172714699684 141 485.53958113804 493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR10 SR 2014 NA NA NA NA NA 185.035263347763 219 182.232413419913 216 179.294372294372 216 546.562049062049 651 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR100 SR 2014 NA NA NA NA NA 152.954096045198 161 147.965630885122 157 143.568581293158 151 444.488308223478 469 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR101 SR 2014 NA NA NA NA NA 169.990666069295 105 166.892099761051 184 164.7097520908 180 501.592517921147 469 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR102 SR 2014 NA NA NA NA NA 183.766510172144 103 182.974595722483 103 183.119509650496 105 549.860615545123 311 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR103 SR 2014 NA NA NA NA NA 179.380155464106 95 177.57727480567 96 174.511614083219 97 531.469044352995 288 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR104 SR 2014 NA NA NA NA NA 140.28877383955 162 140.761228372937 161 143.202619584937 163 424.252621797425 486 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR106 SR 2014 NA NA NA NA NA 168.778378739316 176 164.656383547009 166 159.870526175214 160 493.305288461539 502 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR108 SR 2014 NA NA NA NA NA 167.078420256992 100 166.885109599395 101 167.469765684051 103 501.433295540438 304 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR109 SR 2014 NA NA NA NA NA 179.076239982673 104 171.66695545448 185 164.814092845282 171 515.557288282434 460 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR11 SR 2014 NA NA NA NA NA 155.18683127572 75 150.881687242798 171 147.891872427984 167 453.960390946502 413 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR110 SR 2014 NA NA NA NA NA 161.953921935403 184 161.221349295423 181 161.139543583988 178 484.314814814815 543 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR111 SR 2014 NA NA NA NA NA 177.21494949495 99 174.907744107744 100 173.433063973064 103 525.555757575758 302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR112 SR 2014 NA NA NA NA NA 177.141620547751 189 176.746700723712 188 177.631710893524 188 531.520032164987 565 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR115 SR 2014 NA NA NA NA NA 166.222117202268 186 165.261919764755 186 164.012812434363 185 495.496849401386 557 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR116 SR 2014 NA NA NA NA NA 191.320745920746 203 184.709324009324 192 178.683993783994 190 554.714063714064 585 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR117 SR 2014 NA NA NA NA NA 169.138973063973 100 167.724579124579 102 168.028535353535 105 504.892087542087 307 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR118 SR 2014 NA NA NA NA NA 156.18682835453 75 155.200729567189 96 155.059252686582 99 466.446810608301 270 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR119 SR 2014 NA NA NA NA NA 165.897222222222 97 165.111825396825 98 164.406031746032 100 495.415079365079 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR12 SR 2014 NA NA NA NA NA 168.016253968254 188 166.88926984127 187 167.410793650794 186 502.316317460318 561 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR121 SR 2014 NA NA NA NA NA 168.453377085042 187 166.413453650533 187 164.406252848419 187 499.273083583994 561 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR122 SR 2014 NA NA NA NA NA 168.626207729469 98 167.444806763285 98 167.993719806763 99 504.064734299517 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR123 SR 2014 NA NA NA NA NA 171.888028673835 190 169.834265232975 191 168.507240143369 196 510.229534050179 577 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR124 SR 2014 NA NA NA NA NA 148.261410400299 96 147.49644594089 100 147.779949702789 163 443.537806043979 359 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR126 SR 2014 NA NA NA NA NA 157.33777201417 97 156.352859311741 99 157.397109058704 186 471.087740384615 382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR127 SR 2014 NA NA NA NA NA 189.742290598291 129 184.110017094017 130 180.197743589744 196 554.050051282051 455 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR129 SR 2014 NA NA NA NA NA 165.989695340502 99 165.311603942652 105 163.918160095579 184 495.219459378734 388 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR13 SR 2014 NA NA NA NA NA 174.363363363363 98 170.114272166904 98 166.144460249723 99 510.622095779991 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR132 SR 2014 NA NA NA NA NA 150.935185185185 181 148.624912648498 180 147.420073375262 178 446.980171208945 539 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR134 SR 2014 NA NA NA NA NA 153.277442922374 105 142.829589041096 100 133.421856925419 101 429.528888888889 306 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR135 SR 2014 NA NA NA NA NA 151.386428571429 159 150.878492063492 158 150.219484126984 157 452.484404761905 474 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR136 SR 2014 NA NA NA NA NA 178.32967032967 95 175.586080586081 95 174.510887260887 96 528.426638176638 286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR138 SR 2014 NA NA NA NA NA 150.465416666667 90 144.777638888889 85 140.306944444444 89 435.55 264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR139 SR 2014 NA NA NA NA NA 158.903925925926 100 155.498888888889 179 151.012740740741 167 465.415555555556 446 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR14 SR 2014 NA NA NA NA NA 190.689567901235 130 187.508209876543 132 184.867962962963 217 563.065740740741 479 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR140 SR 2014 NA NA NA NA NA 155.398672438672 99 149.692987012987 166 145.729235209235 159 450.820894660895 424 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR142 SR 2014 NA NA NA NA NA 176.408011806873 83 175.703183639047 88 175.860636727809 95 527.97183217373 266 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR143 SR 2014 NA NA NA NA NA 158.696169772257 162 152.86516563147 159 147.188492063492 155 458.749827467219 476 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR145 SR 2014 NA NA NA NA NA 193.883228291317 128 189.955590569561 128 185.716153127918 130 569.554971988796 386 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR146 SR 2014 NA NA NA NA NA 168.282967032967 128 160.553724053724 105 155.567002442002 190 484.403693528694 423 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR147 SR 2014 NA NA NA NA NA 176.337818287037 98 166.363715277778 103 155.981119791667 163 498.682653356481 364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR150 SR 2014 NA NA NA NA NA 172.661541005291 189 167.156167328042 184 158.219659391534 165 498.037367724868 538 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR151 SR 2014 NA NA NA NA NA 158.595704277286 102 159.197511061947 179 162.134697640118 176 479.927912979351 457 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR152 SR 2014 NA NA NA NA NA 183.586086086086 201 181.301857412969 194 180.017183850517 190 544.905127349572 585 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR153 SR 2014 NA NA NA NA NA 166.332745443857 96 160.990520282187 97 154.496987066432 171 481.820252792475 364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR154 SR 2014 NA NA NA NA NA 159.960158730159 98 153.874021164021 99 148.08253968254 163 461.91671957672 360 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR155 SR 2014 NA NA NA NA NA 167.726726398601 210 157.113417832168 131 146.493990384615 126 471.334134615385 467 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR156 SR 2014 NA NA NA NA NA 164.886436781609 181 161.540996168582 170 155.315938697318 159 481.74337164751 510 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR157 SR 2014 NA NA NA NA NA 162.161695075758 112 157.428787878788 109 152.122182765152 104 471.712665719697 325 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR158 SR 2014 NA NA NA NA NA 188.193924693925 102 182.82674982675 104 176.406098406098 105 547.426772926773 311 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR16 SR 2014 NA NA NA NA NA 166.268837803321 100 162.317825214377 103 159.658091589126 177 488.244754606824 380 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR160 SR 2014 NA NA NA NA NA 165.115855052583 104 162.78503657979 104 160.897119341564 187 488.798010973937 395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR161 SR 2014 NA NA NA NA NA 157.410091250671 96 154.786276614779 99 150.569332617642 183 462.765700483092 378 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR162 SR 2014 NA NA NA NA NA 184.236625514403 100 184.209034792368 103 182.616535727647 132 551.062196034418 335 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR163 SR 2014 NA NA NA NA NA 165.074579124579 100 166.662878787879 100 167.885353535354 105 499.622811447811 305 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR164 SR 2014 NA NA NA NA NA 176.813543520637 107 175.051699296551 104 173.142978218493 104 525.008221035681 315 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR165 SR 2014 NA NA NA NA NA 165.899039780521 98 158.773278463649 96 153.021728395062 96 477.694046639232 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR166 SR 2014 NA NA NA NA NA 179.108774928775 134 174.492706552707 203 171.345128205128 189 524.94660968661 526 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR167 SR 2014 NA NA NA NA NA 159.424737945493 103 153.763605870021 170 146.095513626834 159 459.283857442348 432 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR168 SR 2014 NA NA NA NA NA 146.259659350709 100 143.132887517147 102 141.871742112483 114 431.264288980338 316 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR169 SR 2014 NA NA NA NA NA 171.68553583169 188 168.390532544379 185 164.586061801446 174 504.662130177515 547 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR17 SR 2014 NA NA NA NA NA 173.099057239057 97 169.706531986532 97 167.560134680135 98 510.365723905724 292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR170 SR 2014 NA NA NA NA NA 172.392361111111 98 172.068452380952 99 172.946428571429 100 517.407242063492 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR171 SR 2014 NA NA NA NA NA 177.143579373104 188 172.25783619818 185 166.540501067296 177 515.94191663858 550 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR172 SR 2014 NA NA NA NA NA 151.157795907796 95 144.865578865579 94 140.633385133385 95 436.65675990676 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR173 SR 2014 NA NA NA NA NA 167.038055555556 84 163.810069444444 92 159.914097222222 97 490.762222222222 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR174 SR 2014 NA NA NA NA NA 155.352633030052 167 153.208298869589 162 151.845395643783 159 460.406327543424 488 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR175 SR 2014 NA NA NA NA NA 154.114028233578 77 146.409595249258 76 137.345835286764 77 437.869458769599 230 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR176 SR 2014 NA NA NA NA NA 161.765364265364 184 159.873219373219 183 158.307827974495 180 479.946411613078 547 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR177 SR 2014 NA NA NA NA NA 167.645484949833 185 162.988851727982 174 156.821441843181 161 487.455778520996 520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR178 SR 2014 NA NA NA NA NA 186.238872333381 102 182.203916560238 104 179.578875171468 198 548.021664065087 404 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR179 SR 2014 NA NA NA NA NA 160.67735042735 102 159.499163879599 182 158.065310293571 178 478.24182460052 462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR180 SR 2014 NA NA NA NA NA 161.57684737878 72 159.085256754339 76 156.519949901592 107 477.182054034711 255 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR181 SR 2014 NA NA NA NA NA 130.529533844189 81 120.704821200511 73 111.854086845466 75 363.088441890166 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR182 SR 2014 NA NA NA NA NA 174.938703916316 84 171.124952162266 94 163.986031381554 96 510.049687460135 274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR183 SR 2014 NA NA NA NA NA 161.734669095325 96 153.423421372192 101 146.801988463874 158 461.96007893139 355 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR184 SR 2014 NA NA NA NA NA 160.006444444444 175 158.520222222222 174 157.532592592593 171 476.059259259259 520 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR185 SR 2014 NA NA NA NA NA 166.642263986014 133 158.649621212121 188 152.698645104895 179 477.99053030303 500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR186 SR 2014 NA NA NA NA NA 141.358362573099 157 140.449590643275 155 140.176062378168 151 421.984015594542 463 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR187 SR 2014 NA NA NA NA NA 157.613636363636 123 150.116262626263 104 140.340606060606 97 448.070505050505 324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
