id csize PC1 PC10 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9
AL7_2014 6.91285320532126 0.0216034692969706 -0.00182093771633882 -0.0118337590329682 0.00331936634786839 -0.00336238101587901 0.0391406581518271 -0.00828042841163271 0.013250572485178 -0.0107578655194341 -0.000676562854284753
BR18_2014 6.48409334715032 -0.0209362564114499 -0.000900087200483014 0.0125876515722368 0.00693490964922088 -0.0130182328941413 -0.00388472050895608 0.0183162160141794 -0.016454292547791 0.014382065022317 0.00130672057769031
BR19_2014 7.47269913329099 0.0224161357365135 0.00320376156814053 -0.0150090156630375 0.000444385364678744 0.00766548342199037 0.0213397490343025 0.0406609666383574 0.00650131534599303 0.0152399360415232 -0.000539771822986632
BR20_2014 6.9261465476584 0.0109691421421431 0.00298334103045168 0.00530599697734719 0.0112826528744807 0.0065292707763374 -0.00223566728321056 -0.00472622847963175 -0.0115628903723704 0.000775718107523041 -0.0170240865606596
BR21_2014 6.20799376640874 -0.0414855491226232 0.00489334177295195 -0.0232440490617188 -0.00169563382057046 0.000591967656966279 -0.00636327623982012 -0.00748558837343103 0.0031972181953195 0.00923350554437985 0.014312457869007
BR23_2014 7.06544083250817 -0.0269067378450333 0.0156035775418012 -0.0151316064244317 0.00333930537789983 -0.00800488205814434 0.00902909555815717 -0.00839807772715138 -0.0103248018119827 0.0148902854975024 0.00208962878948015
BR24_2014 6.93915065101779 0.0341440416262714 -0.00288885358501636 -0.0257646373468223 0.00200694109735186 0.00113469882326728 0.00133354848282619 0.0219829378065359 0.0028487333270245 0.00654753526477277 -0.0052024536150534
BR25_2014 7.08152659909348 -0.00176135666078439 0.00509982126072444 -0.00681846638505735 -0.00282165369107039 0.00171566745728884 0.0104533259501326 -0.0203287681769921 -0.00535105591344528 -0.00265589237910403 0.00527975717184847
BR26_2014 7.08105293199063 0.00736153545469788 -0.0024434627166793 -0.00292764537193547 0.00147285195388617 0.00123825231174194 0.00694780087040807 -0.0314766795150941 0.00844249055020446 0.0155443528177402 -0.00518149959019177
BR28_2014 6.25453884629419 0.0441429971774858 0.0135221335674881 -0.00860745676025049 -0.00405237061901313 0.00743472556756616 -0.0159918285938622 0.0303274366271112 -0.000197923781068437 0.0109192278567027 0.0013493506881402
BR29_2014 6.25975151577051 0.059674573058165 0.0131110418222072 -0.0141561549433401 -0.000867264487896562 -0.00610706437870706 -0.00309234765840257 -0.00773380340543059 -0.00213215421277489 -0.000951263439519911 0.010880603039103
BR31_2014 6.26585811714695 0.0127232149680807 0.00828526232848446 -0.0176965141777139 0.00327056938812305 0.00921383086617319 -0.021931293180131 -0.000329715280956594 0.00864314492918538 -0.000944908637463261 0.00894224329074874
BR32_2014 6.2005275711539 -0.0236230305112492 -0.00449761827754198 -0.0240935320739327 -0.00237960545610832 -0.014102424749698 -0.00481248763337575 0.0274335241545023 -0.00828117644453165 0.00865093001555005 -0.00682625761643257
BR33_2014 7.1400274082712 0.0329501475452567 0.00982345000465284 -0.021658686015958 0.00718713967819124 -0.00126191347316952 -0.0277577212765476 0.00427582133269807 0.00688436322848881 0.00789102876933644 -0.00152639459415505
BR36_2014 6.35339189534958 0.00462771391698641 -0.00246382464834382 -0.00431602089300163 0.0146808903904247 -0.0155347836197129 0.0290049620940827 -0.0430792540857711 0.0109259807737757 -0.0101418153184327 -0.0040989990140367
BR37_2014 7.12839249394118 0.0143494292074748 0.00828245905776003 0.00597999306560314 0.00502037323534364 0.00600324700899855 -0.0109032822025593 -0.00468962205779595 0.0123567029529796 0.00750956280905882 0.00729032989295517
CL11_2014 7.15223259354975 0.0326363329960333 -0.00272662917798743 0.0248659182220776 0.00501333018671429 -0.00139801048170814 -0.00977209425678202 0.00985730302447851 0.00208062250650739 0.00352953325333871 0.00248282728590428
CL12_2014 6.70966439169771 0.00567536449751959 -0.00428743250013608 0.00682324356548194 -0.0043786999630912 -0.000382426636135521 -0.00587261151065785 -0.0142268784139683 0.00735614788344812 0.00465324694994335 -0.00343689509609044
CL17_2014 6.09165717715115 -0.000259775500928862 -0.000413147720670025 -0.0190219384314816 -0.00459417259482154 0.00554355188843243 0.0233335745147395 -0.0114745745195221 0.00117420703894879 0.00570990696588238 -0.00586226055179499
CL19_2014 4.83413757234958 0.048037574400781 0.00154457139504346 0.00703110507170766 -0.00504175116675935 -0.0178478703779483 0.0203033049728606 -0.00957696439390031 0.0034057309285286 0.00560725712318407 -0.00869330338850516
CL21_2014 4.71459011294619 0.0298971862994129 -0.00381270877384768 0.00361361871623879 -0.00178668872023664 -0.00956237863371035 0.00486310919414721 0.00626111701810338 -0.00391881152621695 -0.000877150469642812 -0.00552933300341996
CL23_2014 5.7555743204664 0.0503556445387246 0.0030321687230312 -0.0164173150579823 0.014627324242383 -0.000632988169208522 -0.00119008448479047 0.0177351792176842 0.0126089212892046 -0.02517074187968 0.0166054025776748
CL24_2014 6.77356525904816 0.0394708109712696 0.00127149251915349 0.00955726996139479 -0.00238601965988198 -0.00829320419164264 0.00365245859724423 0.00366013756925827 -0.00578018599233373 -0.0154456851171501 -0.00377720001686616
CL25_2014 4.25382528438179 0.0264291314011072 0.00764179787136951 -0.00338581703622776 0.00189654499158332 -0.00702722571761033 -0.00203211270151844 0.0184390421054354 0.00312927911161856 -0.000773436090265708 -0.013952573898047
CL27_2014 6.62127267349492 -0.0505454079734861 0.00462220175242719 -0.00699295326926442 -0.000728400961465292 -0.00229378231717465 -0.00870300086428048 -0.0210840204963891 0.00122831204460135 -0.00713765547170086 0.000162841634612329
CL28_2014 5.66790629083679 0.00556395095488058 0.010607766345418 -0.0106168579614985 0.00577630806599155 0.00104428241250835 0.00338317608063559 -0.00901522854286023 0.00339808657633661 0.024066281681333 -0.0219943578173243
CL29_2014 4.69968461387469 -0.027689322544368 0.00873917797798232 0.00805134864143293 -0.000225663313003773 0.000116378727262498 -0.00798163427961118 0.0043071938987658 -0.00637445363955035 0.0101469867270909 0.00851324718258755
CL31_2014 4.94645345442402 -0.00946990984691497 0.00958446731365945 0.0181928641274002 -0.0067861028258662 -0.0102599076637912 0.0069349601513565 -0.0242691219496885 0.002761280435092 -0.00547143693164757 0.00155762120538147
CL33_2014 4.70883834146583 0.0183169125789989 -0.00785932843085644 0.00545571838501995 -0.00661663075290301 0.00252617217667776 0.0103001779401636 -0.0359155859704133 0.000858864363852051 -0.00651637947137007 0.0108477852526999
CL38_2014 6.13135821971878 0.00125137668604865 -0.00594359403590537 -0.0116883862959506 0.0117350523917263 -0.0114520161877269 -0.00107074256495271 0.00658404745079661 0.0191821552979091 0.01365861951227 0.00301191868230317
CL39_2014 4.62452946772029 -0.0012088476398658 0.00245573424236671 -0.0079024448113228 0.00834979401164125 0.00631156491858862 -0.00215736981295776 -0.0120633078409204 0.0127173796577741 -0.0164151661427706 0.00802823272668348
CL40_2014 4.43342463558801 0.00497848022785023 0.00261937556284538 0.0124262849901925 -0.00358064890972417 0.000409446463859823 -0.00248775355841016 -0.0339694636490217 -0.00908802460524794 0.00345610132362088 0.0278789783458827
CL41_2014 5.09676343877282 0.00202392106460767 0.000766691840424782 -0.0146435812140235 -0.00244816373865808 0.00172462777211031 0.00332560258236346 -0.0213903553519354 -0.00795437239643576 0.0117553632815074 -0.00209831384420383
CL42_2014 4.35387107741965 0.0045802366901881 -0.00867654374986931 -0.000605866706819875 -0.00506835547530026 -0.00589002218816545 -0.00208894666306887 -0.00887020455689366 0.00192417504185852 0.015117626217282 -0.00277718116393387
CL43_2014 6.68144806212611 0.0145524299587392 0.00773178965451254 0.0117988858018473 0.00581900672206315 0.00208039695035297 0.00384334374032965 -0.00800244575273166 0.0028178940549152 -0.0060395930684845 -0.0165367698219361
CL45_2014 4.25985484634141 -0.00342756124500301 -0.0101320608639387 0.00093069025093384 -0.000167130781525173 0.000698591094589827 0.0059722422429882 -0.0056395135053621 0.0127744858409145 0.0104975512008692 0.0102037545378393
CL47_2014 4.91350924942961 0.0166484698531962 0.00453104821760551 0.0145247262158654 0.0100104407588525 0.00711629081424818 -0.00316297536336257 -0.0289711551120359 -0.00466158771059383 -0.00435687883382415 -0.00029960117448091
CL50_2014 6.57073413708997 0.0108190471516944 0.000961520795418778 0.0049953209779685 0.00303889247347014 -0.00718278675497432 -0.0026518277513788 0.0194117858586114 0.0124609751091339 0.00155733920141678 -0.000562063044170252
CL56_2014 4.177478903524 0.0141290698727542 0.00237934282815073 -0.0107318874718 0.0138930716116422 -0.000758590967380583 0.000175899704976151 0.00557382257680574 0.0134445516447563 0.0108820432989128 -0.00792904495338557
CL58_2014 6.49098800635534 0.0420215592387638 -0.0020370601253708 -0.0125180582069777 -0.0119608178947822 -0.00287396695514197 0.00306618308969591 -0.0214535410715413 -0.000598106505958961 0.00222618612531163 -0.00497904735603508
CL63_2014 4.33632105690973 -0.0378357954296447 -0.00338467740869126 -0.00107098245122756 -0.00973337230897794 -3.55440053303451e-05 -0.00543512363427572 -0.020285872960811 0.00862517911287135 -0.0074839464281187 -0.00232802769685024
CL64_2014 7.38779440970027 0.00491880972201257 -0.000797021253646857 -0.00170550105609089 0.0109908451826297 -0.0060578844121336 0.00245096114643228 0.0077938515731739 0.00699231160045987 0.00752560161527804 -0.0082898667105043
CL9_2014 6.90550257509513 -0.0364312027642807 -0.000735507119588985 0.001825054428689 0.00189226639517764 0.00300995605342876 0.00361104579047125 0.00981408514123858 -0.0119473463597982 -0.00497619706441497 0.0030775140377183
LN1_2014 6.71935218650964 0.0193439804088979 -0.00431457570013599 -0.00711190742592172 -0.0117656232584975 -0.00792415547068196 -0.00517332814780608 -0.0180506252700483 -0.00712403344464075 -0.00849086684804355 0.0048587451651318
LN10_2014 6.36854306813482 -0.00965352775894068 0.00446682388735744 0.0140227081008352 -0.00629323429573699 0.0019430449332694 -0.00864130900956328 -0.0157014316349121 -0.0175307882097709 0.00256696247290163 -0.00268713946566299
LN11_2014 6.46924345680768 0.012104491158028 -0.0134693330286154 -0.0145574204830846 -0.000848171620747355 0.00393046560666659 -0.00481731837694175 -0.00624119456267033 -0.00325159627226506 -0.0120488463610676 0.00207370670221657
LN12_2014 6.47622794947679 0.0186734734717677 -0.0073413352879205 0.000855642900071908 -0.0164812076635823 -0.00572383655066359 -0.00853108544694055 -0.0111026883683695 -0.0365433186821921 -0.00145624052038887 0.000420390482815487
LN13_2014 6.88592806642954 -0.00354235359626091 -0.0054013780047539 0.00936866866473447 -0.00646141796513112 -0.000201388305704239 -0.000434947515956253 -0.0214529292367507 -0.0138095845318661 -0.00125979106693149 -0.00109428030049279
LN14_2014 7.0240794798374 -0.00616912177612365 0.00102269180432 -0.00388316073560962 -0.0162453296347598 -0.01565764393136 0.00130649563087839 -0.0128767319402414 0.00224435771742523 -0.0162529677746063 -0.0116025096499112
LN15_2014 6.63868448171297 0.0394574906100881 -0.00832620500843723 0.00966015556003811 0.00224580221790624 0.00541204034827277 0.0037736536836158 -0.0464015225247097 -0.00744516052804124 -0.00398609567732861 0.000678676433097465
LN16_2014 6.66094203371835 0.0291926990750025 -0.00384529020685014 -0.00376067571451115 -0.0116932195396755 -0.00194589665420351 -0.00192457636074516 -0.0315575047110049 0.0111413148678336 0.0137124318168029 -0.00358087100609676
LN17_2014 6.1041085197814 0.00197234486038713 -0.00466766260792578 -0.00352768565793026 0.00235184263005395 0.00618862212244672 0.0057482752336921 -0.0385959353264532 -0.00849558171768832 -0.00325163842076901 -0.00273505292460956
LN18_2014 6.43790873635659 0.0126229888626889 -0.00722253992759171 -0.000227084295182961 -0.00288421986678719 0.00936454531598642 -0.00328575751597814 -0.0200189698470282 -0.000149752733852478 0.00845031078301177 -0.0032835896720239
LN19_2014 6.03894184826557 -0.0190930327610602 -0.00338850975742964 0.00490540806949906 -0.00105746237489441 0.0026173729089386 0.0107578133544583 0.0237518157064987 0.00875234283154351 0.00539214178800285 -0.0121184151551141
LN2_2014 6.4829581481945 -0.00469739948080531 0.0122614002306001 -0.00130135489636877 0.0104908530503723 0.00245223600689821 -0.00237140529902535 0.016078225661056 0.00283322494696715 0.00694790232643366 -0.0187809873945156
LN20_2014 6.65861990107278 0.00029687175446385 0.00413534407477299 -0.0093786166595629 0.000881899351755251 -0.00190985209035112 -0.00579631061503135 0.0437556826822249 0.00703415519974768 -0.0104914758450483 -0.00686673055892936
LN21_2014 6.56907778514826 0.00153422350720116 -0.00389738814006984 0.00696859470233267 0.0102852964566728 -0.00160995848116813 0.00812059995189483 0.016428771175681 -0.00167752024009862 -0.00814274090902385 -0.00530504808296011
LN22_2014 6.56216795098246 0.00507174807473554 0.00190322061151642 0.0141466124723654 0.00532638306505907 -0.00475045972225816 -0.0107033550794036 0.00843271580204318 -0.0139791967452023 -0.0022275661120903 -0.00145097381506195
LN23_2014 6.01052151648876 -0.000850402572323619 0.0064732241392503 0.0181225857998687 0.00593988212190963 0.00129336109877722 0.00289494331594444 -0.0145167043125371 0.00988958313416264 0.000669026957574168 0.0227838401263317
LN24_2014 6.41519099335215 -0.00950827565734163 -0.00262784139076002 0.000289398339119347 0.00741907087072793 0.0157077194504777 4.77734198653571e-05 -0.016116780388741 -0.00370872492317379 -0.00384531129780197 -0.00678298265290723
LN25_2014 6.83428832802664 -0.000322049090880503 -0.00720844011578197 0.0058247212553441 0.00734328118943567 -0.000313786920441355 -0.00274241200323213 -0.00333291034824147 -0.0119102487334645 0.0138272516927384 -0.00606869001772119
LN3_2014 6.48622072326219 -0.00761500848580835 0.00122121250450947 0.0201758819900707 0.0199427537417952 0.000387801302711519 0.00214515073771244 -0.0114293022822334 -0.0183485229501297 0.00994307458273003 0.0125694516359485
LN4_2014 6.87516523884496 -0.00661839108658964 -0.000196490612554382 0.01224396336261 0.0152313283558886 0.00837035153130807 -0.00971805054388157 -0.0410578913936103 -0.0270587870200514 0.000877026708785165 0.00352530217365561
LN5_2014 6.44963261637294 -0.000376610436167235 -0.00133380468629344 0.00874059682029738 0.0078047720627961 -0.00451304990698708 0.00126921287561924 0.0197799992464519 -0.00438148728542085 -0.000819677275662882 0.0029530846798186
LN6_2014 6.6798214184141 -0.0102539173074182 0.00808755292386517 0.00283031158336815 0.0117690704174223 -0.0026031863739174 -0.000578882064678216 0.00878413909894165 -0.0211552839789643 -0.00499391799723869 0.0191766606044022
LN7_2014 6.14351268934673 -0.00211876913516527 -0.00116725599874433 0.00856573371606433 -0.00320520804336224 -0.00558795115714506 0.00302144859816099 -0.0159850848112878 0.00888098579280538 -0.00521722401441297 0.00840617780041976
LN8_2014 6.91499758350637 0.00298675646922246 -0.00123372406470705 0.00248251861910992 0.0116033833445688 0.00665677569328413 -0.00674903987920484 -0.0134881395305105 -0.0118419104254109 -0.0035257550329964 -0.00491793473383062
LN9_2014 6.68438631732266 -0.00257039087872219 -0.00602994855953834 0.0111880191332861 0.00955951283773079 0.00199703641230189 -0.0141080657688272 0.0219186754544114 -0.00243311166286824 0.0025497054176064 -0.0135170211969807
MH10_2014 5.67709981097578 0.00272544169445064 -0.00278456048911725 -0.0035421950734083 -0.010213059215443 -0.00215766955630643 -0.00563538608392556 -0.000722808405768562 -0.0110235103951455 0.000922633273659105 0.00320453882007084
MH11_2014 4.74174129360265 -2.83272119564243e-05 0.00290420394220631 -0.0150529121574312 -0.00515778613041583 0.00567805021271794 -0.00209891718243499 -0.0120004979650255 -0.00794137648596549 0.00579388367525846 -0.000187198333892894
MH16_2014 5.51823226411859 0.000929249429076922 -0.000339558321153031 -0.00996252678619421 -0.0148881174313025 0.00151554076018379 0.00697207274405957 0.0186664190932405 0.0067063311660207 -0.0102111656593073 -0.00184273088709785
MH19_2014 5.66026284754851 -0.000899233445063773 0.00900779670121097 -0.0106646591623583 -0.00968226305362209 -0.00307437406310988 0.0116050982636065 0.0207743124273886 0.010232088926642 -0.0108720046648838 -0.0133316881394539
MH20_2014 5.0890811048961 0.000478675862704354 0.000251979362419171 -0.00539188649328117 -0.0211378106311104 0.00466892784111597 0.00998434238615501 -0.0168627491859849 0.0275504716843337 0.00472304122826475 -0.0142133037990235
MH21_2014 5.02567944710105 0.0103995928621129 -0.00610859017286143 -0.0149134190927911 -0.00389508368024869 -0.0104441574100767 -0.00746513731663471 -0.026983433220562 0.0217992663649733 0.00819064252984788 -0.00302467082341624
MH22_2014 5.50163459397306 -0.000419667980987794 0.00265514417836105 -0.0217767615898227 -0.00311200266251725 -2.33746761608036e-05 0.00435020004152319 0.00421031637359678 -0.0104238710852954 -0.00345307783512415 -0.00113414274438194
MH26_2014 6.49868080177979 0.0011091335661261 -0.00354465455794427 -0.0105385690158724 0.00510165143934603 -0.00529740453916312 0.000667569282227731 -0.0117356856305838 -0.0110141795155781 -0.0122499957413637 0.00185207224521833
MH28_2014 5.20838277357965 -0.0019705551787359 0.00905747668997266 -0.0127469354385135 -0.00566839185225488 -0.000925981731623378 0.0011641256516497 -0.0405544105220608 0.00210700945842116 -0.000159726080666412 -0.0100283047564933
MH29_2014 5.14473550806084 0.00897043557518611 0.00201678413858929 -0.0249701188249704 -0.018626740516601 -0.000138147177588199 -0.00694032907292056 -0.0174555415678442 0.0224460383818037 -0.0118749317051393 0.00672918038633653
MH31_2014 5.23569541323741 -0.00698812901014478 0.000685256576786282 0.00718207782375772 -0.0185355412948686 0.00170546191487267 0.00435329413479528 0.000940163298331676 0.00249672379042532 0.00491427510174667 -0.0024499547298308
MH35_2014 4.90199119823935 -0.00378326367770313 -0.00374420391270002 0.0110690109306377 0.00449071515890597 0.00333555224972791 -0.0183330541810431 0.0105713709642938 0.0124622903789526 0.00154624680618323 0.00309650832240129
MH36_2014 4.79595059495858 0.00592022783196531 -0.00527679375727068 0.012520231807511 0.00210575810203383 0.00858752381000326 -0.0123140202119047 0.00725801499161256 0.0256268238347785 0.0119497934569652 -0.00633145776511949
MH5_2014 5.36813122553416 -0.00682702960259444 0.0101769844894712 -0.0102018492633961 -0.00498548769144068 -0.000101472507723095 -0.0107840808968136 -0.00564010480773201 0.0121004175890387 -0.0113882078202356 0.0146501218046122
MH7_2014 4.91345388372925 0.00341435063465428 -0.00160710054400522 -0.00471397906355071 -0.00145331282539135 0.000737939874470027 -0.00326366302167447 0.00848973393453223 0.00267757272042964 -0.00627207069906412 0.0124424661593291
MR1_2014 6.20582934756039 0.000294505220451786 0.0120084377295155 -0.00534542446010408 -0.0107848978181733 0.01020087013797 -0.00173022775390762 -0.00870335057030619 0.00588943529484385 0.00167466285311885 -0.0218800499240644
MR10_2014 6.49038738120992 -0.00944614833637819 -0.0146203362361244 -0.00676127185173467 -0.00586234853911048 -0.00177208847734379 0.0027916733712641 -0.0145850995939666 0.00525158889211811 0.00852181858633682 0.00873079417314126
MR14_2014 6.38017814076348 -0.00593576153598593 -0.0132451341682197 0.0107485419798379 -0.00417390213848833 -0.00323726892059529 0.00334317658496051 -0.0114739297306073 -0.00191180682486141 0.00515420255495871 0.00646237958049833
MR15_2014 6.19036271976608 -0.0120313225585939 -0.00506159894312248 -0.00186368323344791 -0.0039182497383208 0.000405699259686429 0.00766970472714571 -0.00595112338982805 -0.00436686184948832 0.00848894947853203 -0.0048673242445389
MR17_2014 7.00317173647674 0.00212363989559663 0.00617583322391058 -0.00587163025093982 -0.01422704122229 0.0223833363597901 -0.000704437606629344 -0.00958702197312952 -0.00311122659385878 0.00110219315273986 -0.000324649229934676
MR18_2014 6.53031343826022 0.00718441715144811 0.00221273502396864 0.0155527943888012 0.00188461152847286 0.00863729523051826 -0.00662290307264963 0.0171597126720488 0.013927237356297 -0.0155159263975522 0.0229213023497683
MR2_2014 6.42622422441301 0.0101325297742088 0.00373138246633909 -0.00707485938560858 0.0127187282384116 0.0025210396688221 0.00886801445367096 -0.00259727744375748 0.00295895895542619 0.00786567241825247 -0.00232835958221241
MR3_2014 5.96009886402147 -0.00388460447198443 0.00594656089177955 0.0351371732415136 0.021011174851808 -0.00222969613542306 0.000500600938360188 -0.00624925597145662 0.0105717199471914 0.00476774822375639 0.00526811505910279
MR4_2014 6.43770589763996 0.00359758999702657 0.006079071017967 -0.00621727620434637 0.0158990674365143 0.000428486182291505 -0.0254748337081659 -0.0031505042462274 -0.0030376231975246 -0.00658579455703071 0.00471667264337547
MR47_2014 6.26329243099361 0.0046175720249039 0.00393049549001867 0.00140765710102218 0.0195039738314805 0.00889917324574727 -0.00388711863696 0.0112737503893216 0.0104577575852189 0.00593401530191723 -0.00923126431307952
MR53_2014 7.26938938264642 -0.0109503705590659 0.0102775842926745 0.0037665210939638 0.00742751616009168 0.000949630121680644 6.04716169257508e-05 0.00133117742594373 -0.00831654332346105 -0.00406990393722424 0.00471074450634449
MR57_2014 6.81026744468015 0.00061010760468615 -0.00457248313309363 0.0115141022435265 -0.00680224486628708 -0.00424596314043365 0.00466653857222149 0.00917414730202178 0.0187462198420405 -0.00314494191892536 -0.00121089078813646
MR58_2014 6.71130754741524 0.00731951969183044 4.95374497869408e-05 0.00270615873773615 0.0104983840828576 -0.00579390768887681 -0.0160429838659789 0.000579929565706727 0.000175864691650119 -0.0113049530798229 -0.00588713343937023
MR7_2014 7.68596382634236 -0.00753830193826046 -0.00864586413348511 0.00523956009153954 -0.00537797316479916 -0.00494789670370848 -0.00650089146448308 -0.00143060853640877 0.0222286369483068 -0.00714964569787342 0.00517614988905609
MR8_2014 6.82790385246129 -0.00320437005567388 0.00717065753935261 0.00595977260087278 0.0105855990488912 -0.00256274052755912 0.00592334863676542 -0.0114827955286013 0.00381590492380422 0.00995462345795516 0.004044358502331
MR9_2014 6.32965163646932 -0.0105519040045699 0.00718385923671938 0.0069976839328001 -0.00697596222359277 0.04867234738433 0.00835279377421208 -0.0104403717467587 0.00528954551317573 -0.00889221197410234 0.00292318165947717
RT20_2014 5.27500960081009 -0.00352068630998589 0.00321818573078184 -0.00659878172931728 -0.0136633795773504 -0.013087460935523 0.00778222673214528 -0.0155297619125535 0.00925183770466704 -0.00209075056035593 0.0161019526176278
RT21_2014 5.08560231398333 -0.000337974677264795 0.00337905482979595 0.0144553680339525 -0.00560616197417589 0.0154426844450739 -0.0128689928343257 -0.00380212647316151 0.0153115759619176 -0.00150804696938767 -0.00383166317650126
