id sex csize cluster PC1 PC2 PC3 PC4 PC5 PC6
CL56 F 4.177478903524 wht 0.040590332688172 0.00430741538471225 0.0118949805522506 -0.0134831372119987 0.0184175380159691 0.00941014950414143
CL58 F 6.49098800635534 cmn 0.0198717634378147 0.0109324573084146 -0.00026035161715733 0.00814017116409302 -0.00419380059988118 -0.0103243242345977
CL63 F 4.33632105690973 wht 0.00936770839586862 0.00369043358204117 -0.0139035561890164 0.00631313932850249 -0.0255509691222424 -0.0085997140348643
CL64 NA 7.38779440970027 wht 0.00128908207789248 -0.00702939227806107 -0.00420343794667899 -0.00815872785990244 0.0267307539870331 -0.00894543442144596
CL9 M 6.90550257509513 cmn -0.031478409797616 -0.000260423625232537 -0.0151580851593771 0.000916501995988147 -0.0223240846722715 -0.00161110645211462
LN1 NA 6.71935218650964 cbr -0.0451769813191997 0.0063135916310608 0.0267693018461556 -0.00766702441857163 -0.0160806385975268 0.00177474579567552
LN10 NA 6.36854306813482 cbr 0.0395048693969818 -0.0102562186486419 -0.014671292349598 -0.00278280431148285 0.0104889769444851 0.0101816319175433
LN11 NA 6.46924345680768 cbr -0.0214872836142083 -0.00963625202567643 -0.000596366739981239 0.0255606050612337 -0.000687791739401818 -0.00493611699674487
LN12 NA 6.47622794947679 cbr -0.0202655107876942 -0.0148081791158588 0.0529081422144903 -0.00260675820696878 -0.0296431994272799 -6.82685992995115e-05
LN13 NA 6.88592806642954 cbr -0.0168999868611838 0.00365758542426357 0.0365742571026919 0.0103790093674007 -0.0226380607757532 0.0119388464016965
LN14 NA 7.0240794798374 cbr -0.00999744788600316 -0.0291475183356393 -0.0262444332829234 -0.00129370818920832 -0.0277497080519709 0.00344171098930722
LN15 NA 6.63868448171297 cbr -0.0441089779211448 -0.0200025506889363 0.0117837155219362 -0.0234527957704353 0.0143214650162813 0.00333610791842378
LN16 NA 6.66094203371835 cbr -0.0277006631241101 -0.00186601047308606 0.0024736658680056 -0.00614732557682385 0.0133685974704086 -0.0146869883012734
LN17 NA 6.1041085197814 cbr 0.0325283927420768 -0.0101753776550609 -0.0364480287504068 0.00766772277724093 0.0157888048748411 0.00523100044141455
LN18 NA 6.43790873635659 cbr 0.0273859994603431 0.0152592142587973 -0.0517265420211544 0.00946675354351641 0.0199211239167022 -0.00243787918038023
LN19 NA 6.03894184826557 cbr -0.0125755292254875 -0.00510675864824632 -0.00354884215215825 -0.00111679765702022 -0.00219147096616681 0.00349286186560388
LN2 NA 6.4829581481945 cbr 0.00917692082951698 0.0122989418587477 0.0323055214439401 0.00110473961012309 0.0209738736909083 -0.0107770077941843
LN20 NA 6.65861990107278 cbr -0.0253028643126543 0.00586845230974825 -0.0213039965263862 0.00580702757827481 0.0388749613077603 -0.0073587537794063
LN21 NA 6.56907778514826 cbr 0.00986532993733166 -0.00410919069070597 0.00925862062166667 -0.00182616948645941 -0.00455291349440413 -0.00891970796413868
LN22 NA 6.56216795098246 cbr -0.0162021419763346 0.00123699765333583 -0.00417671116292295 -0.00264496708265276 0.0140755981729325 0.00370892682217409
LN23 NA 6.01052151648876 cbr -0.0160105410296976 -0.00903083633139967 -0.0209208155307309 -0.00860937177204585 0.0236495808583304 0.0176349656444226
LN24 NA 6.41519099335215 cbr -0.0389833409991517 -0.0165330047898766 0.00635481706075201 -0.00636995391628181 0.0102791610269378 -0.00828616043919452
LN25 NA 6.83428832802664 cbr -0.00100911593251814 0.0104101902913607 0.0101161217109665 -0.00630136062282788 0.0262010317321539 -0.0026072469153098
LN3 NA 6.48622072326219 cbr -0.0113319952985389 -0.0039347111235221 -0.0400986357451077 -0.002526426746972 0.000704458285341074 0.00638805667422023
LN4 NA 6.87516523884496 cbr 0.00489228456880823 -0.00634011594737917 -0.0184949294624696 -0.0175262333705555 -0.00175303852227021 -0.0148645172580212
LN5 NA 6.44963261637294 cbr 0.00279190637323315 -0.0083543411872694 -0.0428550428096714 0.0139098068889489 0.0117319090322918 0.00214502684098318
LN6 NA 6.6798214184141 cbr 0.0297680445820182 -0.0107702561366685 -0.0327946437847699 0.00284586491362407 -0.0162097937756033 0.00207554116626675
LN7 NA 6.14351268934673 cbr -0.0347680818339988 0.00107977225433419 -0.0189818984656516 -0.00850539743193312 -0.0237833908178126 0.0114614317848296
LN8 NA 6.91499758350637 cbr -0.00403924674913103 0.00691981918221908 0.0627310634249724 0.0011495732178327 0.0183688992004439 0.006630263324118
LN9 NA 6.68438631732266 cbr -0.0430300489103322 0.0237756002577228 0.00158407157878827 0.00707480064058262 0.00486330624413351 -0.00772387462968663
MH10 F 5.67709981097578 cmn 0.00135419287017248 0.0290777361832173 0.036362697831364 0.00515447603654217 -0.021782836093435 -0.00524448155366694
MH11 M 4.74174129360265 cmn -0.0214270189691813 -0.0136023644220074 0.0183741305952008 -0.00649646939884306 -0.0151259184009441 0.00449657437465188
MH16 M 5.51823226411859 cmn 0.00190364557770067 -0.0106826381077178 -0.0103541658755254 0.0116037560301885 -0.00120738527455566 -0.00740618982388641
MH19 F 5.66026284754851 cmn 0.00072612413376714 0.0144881236625099 0.00803615692697979 0.00120020192038151 0.00760402497350566 0.00843441060207894
MH20 M 5.0890811048961 wht -0.0234617504216488 0.016672744677264 0.0105298597301191 0.00970682019761754 -0.00193374890386799 -0.00333714447404552
MH21 M 5.02567944710105 cmn 0.014006126829996 -0.000363143937090866 0.00488617733227118 -0.00598673457588169 -0.0151173364901408 -0.0112914164604358
MH22 M 5.50163459397306 cmn -0.00889008439096552 0.0179593894301074 0.00599706066767689 0.00438548957052084 0.0183728592981863 6.99976922407936e-05
MH26 F 6.49868080177979 cmn 0.00571850694833247 0.031731936647249 0.0035063453766759 -0.000632368184345359 0.0128312448019225 -0.0086869019251119
MH28 F 5.20838277357965 wht -0.0115960109295601 0.00847199579676938 -0.00608269839630548 0.00136749613286938 -0.0145517318907776 -0.00663316953747106
MH29 M 5.14473550806084 wht 0.00777218054765661 0.00499239481722156 0.0106399613182406 0.00408565565829067 -0.00592741566305838 -0.0175161542177312
MH31 F 5.23569541323741 wht -0.0136203059570838 -0.00651267533647993 -0.0101443646231448 -0.0146715700042314 0.0141012483479779 -0.00652880238609817
MH35 M 4.90199119823935 wht -0.0146734901896472 -0.012987376396999 -0.00471937756904714 5.81558567284594e-05 0.0158890202457392 -0.00259499633964658
MH36 M 4.79595059495858 wht -0.046349874068578 -0.0131493946216475 -0.00430540272400828 -0.0113724189402333 -0.01212898674495 -0.00185336166896091
MH5 F 5.36813122553416 cmn 0.00132574906695706 0.00214695331104206 -0.0363839129104988 -0.00394938853481797 -0.00683016718885318 -0.00260660418463002
MH7 F 4.91345388372925 wht -0.00120432863491108 -0.00855940507743038 0.0430994111885183 -0.00404374238502887 -0.000127398867042485 0.0057600827203435
MR1 M 6.20582934756039 cbr -0.0179529465174296 -0.0223113997095341 0.0103222950830708 -0.00918088237823967 -0.0114626850775844 -0.000685976568070819
MR10 F 6.49038738120992 cbr -0.00637020447621886 -0.00403547356051601 0.0461056915449873 -0.000369316752051313 -0.0156870195887001 0.0068851463390908
MR14 M 6.38017814076348 cbr 0.00920558047672056 0.00524514729919368 -0.00971622307764474 -0.0182677061420145 -0.00440749125695592 0.00105293269371681
MR15 M 6.19036271976608 cbr -0.0180319365044916 0.00215876087130879 -0.00401976621099115 -0.0145916993661895 -0.0284942529045929 0.0131720800554619
MR17 F 7.00317173647674 cbr 0.0439265047027833 0.0058766294466694 -0.00984075970470904 -0.00860428725547059 -0.0213290293207029 0.00199090801163462
MR18 M 6.53031343826022 cbr 0.0222003392035698 -0.0125717415213303 0.00354223862276724 -0.012022271211781 0.00539290129545829 -0.00444438182933729
MR2 F 6.42622422441301 cbr -0.0117978368804895 0.0169261646766993 0.0163140889393212 0.00074061179389214 -0.0026497912938303 -0.00924309871053703
MR3 F 5.96009886402147 cbr 0.0184928803699281 -0.00337245771911427 -0.0287707171911266 -0.00825450986133673 0.00239647866859866 -0.00509125197043248
MR4 M 6.43770589763996 cbr -0.0301693297159889 -0.0260447727360997 -0.0194878980545504 -0.00535141806927845 -0.00424669994044921 -0.00265192439372728
MR47 F 6.26329243099361 cbr 0.0501099816776126 -0.000304950872966617 0.00781927915129636 0.00992066264111017 0.0190112503699389 -0.00334532169696594
MR53 F 7.26938938264642 cbr 0.0378415525224824 -0.00297760839874246 -0.00170722758137097 0.00327743926635014 0.0192944313652 0.00094253188972083
MR57 M 6.81026744468015 cbr -0.0138012878556544 -0.00595279794680269 0.0207680082717452 0.0137009416008872 -0.0210796226509499 -0.00436534668809853
MR58 M 6.71130754741524 cbr 0.0019114179686961 0.00591300393034338 0.00792746468005847 0.0120337905428156 -0.0168207124708939 0.0228271843199516
MR7 F 7.68596382634236 cbr 0.00881492805270766 0.00748336942776579 -0.00975020769437737 0.0330105533907446 0.00343850698935638 0.00656883697074431
MR8 F 6.82790385246129 cbr -0.00602730677808573 -0.00267035134851733 -0.0028579471737127 0.00659593560432186 -0.00406932039795433 0.00176977929100979
MR9 M 6.32965163646932 cbr 0.0097548703387215 -0.00870861462646179 -0.0237279704846402 0.00101675410088343 -0.0346935718519855 -0.000414563273239642
RT20 M 5.27500960081009 wht 0.0131200477704606 -0.000244020586140546 -0.005231331425251 0.00381079029748224 -0.0122875039250778 0.0064806645598639
RT21 M 5.08560231398333 wht 0.0233036944142219 0.0067380100335541 0.0205358125188142 0.00516163101035874 0.00414962169166796 -0.00711858897507114
RT22 M 5.21330022728111 wht 0.0159190071342755 -0.00867083655791771 0.000780008268510009 0.0158810028887578 0.0109418426253719 -0.000149278443966023
RT23 M 5.25338076367771 wht 0.0347468843436805 0.00685611308884834 0.00336476563371761 -0.00154802932086922 0.00630557837609285 0.00543775480678241
RT40 F 6.28439490507335 wht 0.0199731327965952 -0.0115612449286777 0.00725256471220778 -0.00130033794236213 -0.000814832426343874 0.00452475245401218
RT42 M 5.0864600381617 wht 0.0459180092523145 -0.00434144691128022 -0.0145208568021883 0.00731073056299903 0.0110624802058983 -0.0143383801181477
RT43 M 5.20779007020121 wht 0.0193711233981789 -0.0171136984205372 -0.02301037388223 0.000143062409697947 -0.011568011733909 -0.00194008546537407
RT46 F 5.29573389524441 wht -0.00491939054700594 0.00684289217449382 -0.016011935905294 -0.000746167073883471 -0.0136146170184066 0.00483124747445608
RT47 F 6.86326457664651 cmn 0.00505702370242656 0.0157004571722157 -0.00363609156681925 0.00504895853665707 -0.00760237537997855 -0.0057308084678468
RT48 F 5.38134159561287 wht 0.00951336663348209 0.00956977745830013 0.0243648062887775 0.0154984026736426 -0.0114047759970968 0.0144761943031821
RT49 M 5.48456574191216 wht 0.00730283557069008 0.00187633767910486 -0.0149332845722019 0.00176334007949184 0.0223155714402376 0.0161503719495633
RT50 F 5.99605568229935 wht 0.00859691257956194 0.00270869675308774 0.0271890169144783 0.012140433466284 0.000943392873073877 0.010627818547861
RT54 F 5.69859386853287 wht 0.00381965793279527 -0.019554426203227 0.0221100774794022 -0.00977939354212247 0.00229605008843711 -0.0113990524097398
RT55 F 5.16925951325027 wht -0.0202598847883986 0.0113399044263133 0.00229731594364072 0.000903157626443899 -0.00591568244905945 0.00976512022361573
RT60 M 5.39249043678999 wht -0.0181648172125177 0.00126284929188576 -0.00730301396710866 0.00647425039690484 0.00363989371120992 0.0045286924568796
RT62 F 6.71361736604495 cmn 0.00931782277955222 -0.0128519945519416 0.0105299988663762 -0.00143093765377861 0.00147244606914413 -0.00508031852480096
SF1 F 6.8082770774992 cmn -0.0314526797346172 0.0199199855179009 -0.000752745906923047 0.0108338521566154 0.0100476642912645 -0.00314307786963444
SF10 F 6.03162412238593 wht -0.0325569241900296 0.00872694212704565 -0.00685302002021659 -0.0100439803036776 0.00117028541528846 0.00635727293525024
SF12 M 5.81813379298984 cmn 0.0217142085737223 0.00599547415689405 -0.0106203055423023 -0.00595032480240103 -0.00636298484158528 -0.00100159536795757
SF2 M 4.86004550466524 wht -0.0177977044603148 -0.00350378095290367 0.031438104105428 0.00838771852261573 0.0164370635857296 -0.00380308186913241
SF22 F 5.71146660815488 wht -0.0179281749876048 -0.00204899431474679 -0.0282036102940415 -0.000904674024103271 -0.00220589327955809 0.00735449180566085
SF23 M 4.6490500950441 wht 0.0158060322869023 0.0055220713174203 -0.00969262139813419 0.0143249795027767 -0.00171538521997993 0.00132951334678915
SF24 M 5.06372780038855 wht -0.00901656252490272 0.00269092095597303 -0.0120175709551618 0.00813766136441787 -0.0017497241129901 -0.00488173773595838
SF27 F 5.235127996338 wht -0.0365224461789095 0.0105729862915745 -0.0166923633037509 0.0107998005256329 0.000110755179511993 0.00369292778248347
SF28 F 5.73374077779177 wht -0.0060470868163801 0.0312325101643639 -0.0303267456949962 0.0137433761709688 0.00933110855383448 -0.0106448174554496
SF29 M 5.20004339009614 wht 0.00471904481663511 0.00650678649082554 0.0114181689609128 0.00274786248652064 -0.0104283944916433 0.00555116392247285
SF3 M 5.08784160137139 wht -0.00176240395628021 0.000358797081085151 0.0211459844831529 0.0123077589860955 -0.00311911951714709 -0.00066934722561887
SF30 F 5.1814394912691 wht -0.0158037323678354 0.0149782829804814 0.0263397462936263 0.000336406905173303 -0.00502781633511973 -0.000926178889381146
SF32 F 5.40427891932684 wht -0.0198053692315467 0.00537319400088082 0.0276967220076632 -0.00353518931876357 -0.005927137550663 -0.00896422416390428
SF33 M 5.05255360813381 wht 0.00481263174673336 0.00114075243399065 -0.0155649333738412 -0.00652695071786809 -0.00206730905490491 0.0023492436458173
SF4 F 4.88129307293968 wht -0.00425634865774658 -0.00361803451943518 0.00354559239061396 0.00793863112997062 0.0200521234168749 -0.00288620193079973
SF5 F 5.18335467653497 wht 0.0372931857155418 -0.0010177969335961 0.00687005143380672 -0.00338311051743753 -0.0185236883386602 -0.00882453393827745
SF58 M 6.14042131502904 cmn 0.0109576005817349 0.0153661101715012 -0.00989565104794287 0.000486072842970448 -0.00336212351615304 0.00458033745947627
SF83 F 5.40210584308748 wht 0.00222506840129569 -0.000351501571401431 0.0283532494090782 -0.0058207875590099 0.00516928695384723 0.0190410211533703
SH1 F 7.01969391753128 cmn 0.0151513311280904 -0.00567813693594965 -0.00383138275581652 -0.00437279699609612 0.00393839493057995 0.00583366387739858
SH10 F 6.62624903058876 cmn -0.0235258695516658 -0.0027848686141814 -0.00765672887762171 0.000819339256599258 0.011519019994186 0.00230474666506555
SH11 F 6.79123336592347 cmn -0.0136634186347864 -0.00594863123655649 -0.0186928251581416 -0.0169227543523749 -0.0225448638711274 -0.00495301582295543
SH12 F 6.61155922679651 cmn -0.0166251685855162 -0.0165699929647844 -0.0078996377294361 -0.00595134299906449 0.0188807239273298 -0.00196390521408383
SH13 F 5.75099780598555 wht -0.041118703566749 0.00795996278363469 0.00809877373315883 -0.00449504836163577 -0.012932121387942 0.0123631028096032
SH14 F 5.32996278118494 wht 0.00717725732402629 -0.0113792558643666 -0.011939361111609 -0.010373004024796 0.0145529352409065 -0.0113038212758866
SH16 F 6.53734158507525 cmn -0.000528389085160913 0.00607918274442281 0.041213879539915 -0.0061408416443967 -0.00245365182090533 0.0137291888739652
SH18 M 5.98100490125483 cmn -0.0125262857455399 0.0135514044701915 -0.0233473737270305 -0.000676069635116553 0.0205772878514075 -0.014265615762177
SH19 M 6.21404209821151 cmn -0.00377934200319221 -0.00924750313971208 0.0114667718683709 -0.00986107364867503 0.00874715349581167 0.0184583376017794
SH2 M 5.88650567576765 cmn 0.00511089855837209 0.0106934606472489 0.00083464065999427 -0.0107752449417436 0.0113379713137437 -0.0064580700681336
SH20 M 5.93612328094385 cmn -0.0116525094317467 0.00157770063714526 -0.0136562459787954 -0.0010384721235016 0.00856142785424952 0.00691062477026919
SH4 F 7.09580433189659 cmn -0.0154476144327337 -0.011237278436927 -0.0169153881138642 0.00310768386657675 -0.0115328959739243 -0.00122029018582387
SH5 F 7.5809988352571 wht -0.012945166954959 0.0219369590029497 0.0219194325318168 0.00184882725125657 0.00297829916337226 -0.0179445429255234
SH6 F 5.92762107778239 wht -0.00388740951402238 0.00241566070016633 0.0043178258297625 -0.00396012755028477 -0.0106475112287045 -0.00923256113984535
SH7 F 7.07370303156943 cmn -0.0111159095859397 -0.0059287905667889 -0.0201678286471341 -0.00913035305532889 -0.00256205436500371 -0.00346360621510612
SH8 F 7.16810209029372 cmn 0.0143770892687904 -0.0106562376464898 0.00514184381598826 -0.00702032784458794 -0.00772034750624685 -0.0177508583515708
SK1 M 5.90888843000854 cbr -0.00290574961150291 0.00235432461457081 0.00114456352841643 -0.010823461584666 0.00791891633141235 -0.0101911273547843
SK10 M 5.83939660700816 cbr -0.00912635260668758 -0.00483098795124845 -0.0198807745527862 0.00225565710179755 -0.0140741516804488 0.00432070371128464
SK12 M 6.73032375784517 cbr -0.00345061270139888 -0.0276679963193096 0.0110330027269634 0.0258532136661845 0.00407462693692015 0.000819744375880012
SK13 M 6.66179851678819 cbr 0.0156455817444371 0.000610499420529545 -0.00758808460104262 0.00228043584896742 -0.0106494701102806 -0.000440287097850642
SK14 M 6.64014271959978 cbr 0.00353321131514138 -0.00611969733492514 -0.00871041033378969 -0.00862860551935198 0.0252310108258153 -0.00965048119623073
SK15 NA 8.72484998446872 cbr 0.00960405722637196 -0.00419642167054621 -0.0167258271503549 -0.000667010973210478 -0.0123120244896526 0.0192206397235083
SK17 F 6.5294027309368 cbr -0.000794629155733509 0.00519052648041521 0.00726137388904867 -0.00987331871473167 -0.00495299586501725 -0.00717951653337702
SK19 M 6.25194982546876 cbr 0.00148534837722337 -0.0103367146726339 0.0182751671794337 0.000793549118043944 0.00268688807955343 0.0118705875687249
SK24 F 6.78540655158144 cbr -0.0121589827326093 -0.00928416287547455 0.000301685982227689 0.00919825572999597 -0.00759160368846671 -0.00229067427598073
SK25 F 6.99504344806145 cbr 0.00466144064042511 -0.00750828864793888 -0.0116221588920055 0.0461687198241157 -0.00424082866144697 0.000654942887574515
SK26 M 6.36615983512658 cbr -0.0147413543308384 -0.0032930842623282 -0.00801562659111167 -0.017147051717991 -0.00505459039966772 -0.0032192678797741
SK30 F 6.42128640455012 cbr 0.00482122129684575 -0.0210862120571298 0.00811845995054769 0.0154729717962267 -0.000772785095714749 0.00534519795613641
SK4 F 7.26526569820491 cbr 0.0278544644015838 0.0116490441731121 -0.016014069428069 -0.0280208517546166 0.00385509547987143 0.0295564989447124
SK7 F 7.54167427105723 cbr 0.00952909697735518 -3.20703686873319e-05 -0.00122402346100865 0.00313551518742809 -0.000436660655562859 0.0181959233407595
SK8 M 5.98223122533943 cbr 0.0148976799974649 -0.00972147046192915 0.00956021552994491 0.00419209402610866 0.00788683381132082 -0.00220140660620864
SR1 M 6.15831582601579 cmn 0.00290906509367747 -0.000793174413898099 -0.000428869564391381 0.00113482627476311 -0.00190359155317246 0.00250776284310405
SR105 F 4.98695510404926 wht -0.0206479067464977 0.00276885300316259 0.0141614457922272 0.0240987005223717 0.00582207423057455 -0.0195372707017862
SR107 F 5.27339296209237 wht 0.0129635435656626 0.00647970168972248 0.000691226937008169 -0.00259561367345566 -0.00673270961856726 -0.00463313232047431
SR113 F 6.83231740608677 cmn -0.00692592738300516 0.00814526861488051 -0.0179337018775894 0.0058641008205218 0.00666040685708538 0.00554115195522003
SR114 M 4.80609242873626 wht -0.0154130473502238 -0.00154051922921128 -0.0150769128968776 0.0111575225518111 0.00225403010581197 0.00509706059409365
SR120 M 4.68797577837238 wht 0.00355241865882245 -0.00265426212539597 -0.0033813336267024 -0.0210260733522371 -0.000512762793663898 -0.00900672392987638
SR125 F 7.52029954553586 cmn 0.0157326782252959 0.0116742648610332 -0.00526511137650343 -0.0173906189294276 0.0132382535909975 0.0130462931002661
SR128 F 4.11891846735023 cmn 0.00850188394818261 0.00768792738347522 3.79155141357187e-06 -0.00571662206846349 -0.0181136285708378 0.00147505466921171
SR130 M 6.66272393107759 cmn 0.00252255649229922 0.0156046948765485 -0.00958666247740008 0.0164677884290846 0.00270323479522423 -0.0086086162353407
SR131 F 4.41316553051749 wht -0.000199593418146916 0.00970553546940187 0.00860021320824496 -0.0456943616687544 -0.0105968459318629 -0.00832534939216204
SR133 F 5.4050959534923 wht -0.0134901138710261 0.0110183905398555 -0.0194672675073699 0.0102862316696546 0.00252290771044406 -0.00230550672278557
SR137 M 4.60309014966445 wht -0.00691881445768752 0.000468642848100855 0.00127514250327188 -0.0218730868908835 -0.000533504949005623 -0.0182487287462622
SR141 F 5.25248921011916 wht 0.0108074127486984 0.00986638198746705 0.008332035217199 0.0025152603123536 0.011061603818621 0.0105622331489838
SR144 M 6.10898334224158 cmn 0.00142366219346646 0.00361060415394593 -0.0046177961444122 -0.0460946012532229 -0.00226715154516082 -0.0102113443749857
SR148 F 5.03596554823799 wht 0.0162228604916045 -0.0108391344462668 0.00582643601067494 -0.0399698730697362 0.00370933647879708 0.00319817019825632
SR149 F 5.20313272769 wht 0.0100023208421002 0.000927752958055007 -0.0107137078797795 0.00114440345502678 -0.00136472467073527 -0.00323250290070573
SR18 M 4.9337906923506 wht 0.000523790807015487 -0.00219355299774317 -0.00517033136249866 0.0135506225570924 0.00352211998583845 0.0155790957848641
SR24 NA 6.50495580972341 cmn -0.000994628554164876 -0.00361521447784702 -0.00344582483936716 0.00278273406242608 -0.00633785881715385 -0.000461795510461685
SR25 M 4.72979527462026 wht -0.00333226526887004 -3.49062215148772e-05 0.00171513728151168 8.7102855099409e-05 0.00601013326536373 0.00475691827777212
SR34 M 6.55711367167156 cmn 0.00236446696290463 0.00166653009567514 -0.00356850422230104 -0.0162370698361612 -0.00231857460495647 0.0048200459106865
SR37 M 8.87083714383613 cmn -0.0121917107586009 -0.00229536656012245 -0.0153068722996483 0.0392463777973956 0.0134556665753327 0.00202979882771724
SR45 M 6.28412984028755 cmn -0.0100745015078592 0.00174934154239693 0.00612024333602836 0.0130789240153504 0.0101522406274112 -0.0154410222403034
SR51 M 4.67222348199485 wht 0.00474122079527966 0.00755379936259703 0.0179137454839982 0.000280675947340011 -0.00995530673439059 -0.00854782582584694
SR58 F 5.45599277846424 cmn 0.011518388554054 -0.00441855582148008 0.016996259598281 0.0411405743685624 -0.00600959877314195 0.00308866044628041
